Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
633,16739233,shinthurie,"2026-08-18 17:29:27",0.80383,2,shinthurie
634,16701600,"Igor Shin","2026-08-19 11:55:03",0.80383,2,igorshin7
635,16683478,野口和人,"2026-08-19 07:42:52",0.80383,3,kazuto23
636,16769574,"Tarek Mahmoud Abdelradi","2026-08-25 08:16:33",0.80383,1,tarekradii
637,16759440,"Danish Rasheed","2026-08-25 12:40:18",0.80383,6,danishrasheed19
638,16818268,"Кирилл Белоус","2026-09-03 16:52:21",0.80383,1,kbelous
639,16831613,"Bros 360x","2026-09-04 16:51:51",0.80383,5,bros360x
640,16843265,PavanKumar9938,"2026-09-06 10:48:25",0.80383,1,pavankumar9938
641,16889978,"Boonyapaween R","2026-09-14 07:31:15",0.80383,2,boonyapaweenr
642,16865880,"Marie Claire Uwiringiyimana","2026-09-14 10:48:29",0.80383,14,marieclaireuwiringiy
643,16895245,"Jackson Fenner","2026-09-17 19:42:59",0.80383,8,jacksonfenner
644,16611990,Tokey,"2026-07-30 10:06:00",0.80360,7,tokeytut
645,16688843,Eieudhj,"2026-08-08 08:14:13",0.80360,1,eieudhj
646,15584089,Abhinav0067,"2026-08-09 13:07:58",0.80360,3,abhinav0067
647,16695887,"Sergiu Postolachi","2026-08-11 08:53:08",0.80360,1,sergiupostolachi
648,16539197,Astraeus,"2026-08-14 22:34:38",0.80360,2,astraeusdotdev
649,16741251,HIDE.HARA,"2026-08-19 06:51:43",0.80360,2,hidehara
650,16681091,"Román Eliezer Pérez Ríos","2026-08-21 03:03:00",0.80360,4,perezrios
651,16752059,"Sean Connolly","2026-08-27 03:38:26",0.80360,9,seanconnolly
652,16756409,"yann-alex janssens","2026-08-23 18:07:45",0.80360,5,yannalexjanssens
653,16607956,"Aboli Kailas Shinde","2026-09-08 06:17:14",0.80360,2,"aaryadesai23,abolikailasshinde"
654,16727524,Materwan,"2026-08-24 20:59:06",0.80360,12,materwan
655,16761655,"Zafar Hamidov","2026-08-25 09:12:07",0.80360,20,zafarhamidov
656,16780643,Pac_Cee,"2026-08-27 16:55:53",0.80360,1,paccee
657,16780614,"Ariella Ampoze","2026-08-27 18:03:58",0.80360,1,ariellaampoze
658,16782620,"Tuấn Anh","2026-08-31 04:09:27",0.80360,1,tuananhdata
659,16799407,hirondelle_ken,"2026-09-01 06:17:59",0.80360,1,hirondelleken
660,16799725,"Harideesh Reddy Seelam","2026-09-01 07:03:54",0.80360,1,harideeshreddyseelam
661,16802251,"Han Bui","2026-09-01 10:45:19",0.80360,3,spbui00
662,16792462,Arian,"2026-09-04 18:04:40",0.80360,3,arian999jim
663,16811256,"FP Team","2026-09-05 22:27:36",0.80360,5,felipepizzinato
664,8329928,"Julien Heiduk","2026-09-06 16:50:55",0.80360,9,zoupet
665,16866320,"Tanuj Saxena","2026-09-10 12:48:13",0.80360,4,tanujsaxena
666,16871307,"Regalla Spurthi","2026-09-11 06:40:57",0.80360,1,regallaspurthi
667,16889802,"Kawinthida Anuniwat","2026-09-14 06:37:17",0.80360,1,kawinthidaanuniwat
668,16889946,TeetachL,"2026-09-14 14:24:27",0.80360,1,teetachl
669,16932444,"Temirlan Tashen - 26MD0286","2026-09-21 21:47:24",0.80360,17,temirlantashen
670,16937407,Joona,"2026-09-22 02:52:43",0.80360,4,joonalaunonen
671,16939532,"Alibek Mussabek - 26MD0260","2026-09-22 15:20:52",0.80360,4,mussabekalibek
672,16942932,"Abilmansur Ashim - 26MD0225","2026-09-23 14:24:16",0.80360,4,abilmansurash
673,16480535,"Tamaki NIKI","2026-07-26 13:33:44",0.80336,2,tamakiniki
674,16613050,"Thảo Lê Nguyễn Loan","2026-07-31 06:31:00",0.80336,1,tholnguynloan
675,16564549,"SAE - 137","2026-08-01 15:13:02",0.80336,1,sae137
676,16653289,"Ninh Bùi","2026-08-03 16:15:31",0.80336,2,btninh
677,16645280,"Quốc Long Nguyễn Bá","2026-08-04 18:13:03",0.80336,7,quclongnguynb
678,12806675,"Tokio Ozawa","2026-08-11 11:42:25",0.80336,4,tokioozawa
679,16668313,"Marcos Silveira #2","2026-08-12 11:51:53",0.80336,41,msilve
680,16724889,pranav_ap,"2026-08-17 18:17:33",0.80336,2,pranav96
681,16702499,KelvinBarDS,"2026-08-18 18:03:46",0.80336,5,kelvinbards
682,16743701,"ZAKI ASIF ","2026-08-19 17:40:20",0.80336,2,zakiasif
683,16745013,"Adrien Thomas","2026-08-20 01:27:48",0.80336,5,adrienthomas
684,16756398,"Johnny Lin","2026-08-22 04:55:52",0.80336,1,ojhnny
685,16765708,Stijn,"2026-08-26 12:23:57",0.80336,4,stijnn123
686,16779489,"Alex Philippi","2026-08-27 11:00:37",0.80336,2,alexphilippi
687,16794826,"xiang156 xu","2026-08-31 04:14:24",0.80336,1,xiang156xu
688,16822293,"Telmo Rodriguez","2026-09-05 11:04:11",0.80336,5,telmorodriguez
689,16866487,natyraxa,"2026-09-10 15:56:40",0.80336,1,natyraxa
690,16867148,StupidXie,"2026-09-10 17:22:00",0.80336,2,stupidxie
691,16918580,"RITHISAN T","2026-09-18 06:19:53",0.80336,1,rithisant
692,16920413,lelelela,"2026-09-18 12:25:36",0.80336,10,lelelela
693,16941547,"Bekzat Sarsenbiyev - 26MD0275","2026-09-22 12:44:29",0.80336,2,bsarsenbiyev26md0283
694,16616925,"Roopmann ","2026-07-31 03:13:53",0.80313,1,roopmann
695,8541369,"Abhishek Gajul","2026-08-03 16:34:19",0.80313,13,abhisenpai
696,16063375,"YOGANAND PATGAR","2026-08-03 16:07:10",0.80313,1,yoganandpatgar
697,16622945,sicksahill,"2026-08-09 07:53:00",0.80313,2,sicksahill
698,16713513,"Nhất Minh","2026-08-12 17:51:54",0.80313,2,minhkola
699,16711872,teddyoweh,"2026-08-12 19:08:29",0.80313,1,teddyoweh
700,16746673,stunningvn,"2026-08-20 07:35:33",0.80313,2,dedquoc
701,16729387,"Саша Беляев","2026-08-22 18:21:14",0.80313,4,sashabelyaev
702,16750568,"Zeinab Ahmed","2026-08-23 12:28:34",0.80313,3,zeinabahmed0691
703,16772411,"Nima jedari","2026-08-26 19:06:26",0.80313,1,nimajedari
704,16736453,"KORI Toshinari","2026-09-23 08:32:16",0.80313,66,koritoshinari
705,16789647,"Илья Самофалов","2026-08-29 17:39:39",0.80313,1,mell3r
706,16799621,"Liu YiHang","2026-09-03 07:09:47",0.80313,6,liuyihang026
707,16818340,"Sweekar Subedi","2026-09-03 11:27:19",0.80313,1,sweekarsubedi
708,16823828,Dailleth,"2026-09-04 00:02:09",0.80313,1,dailleth
709,16732830,"Dharin Dave","2026-09-06 13:48:47",0.80313,4,"dharindave120703,prathmeshkolekar"
710,16864926,"Mukagasirabo Beatrice","2026-09-14 06:53:54",0.80313,2,mukagasirabobeatrice
711,16887867,"Vansh Gupta #4","2026-09-18 11:22:34",0.80313,1,vanshgupta1810
712,16632489,"Trọng Phúc Nguyễn","2026-07-31 16:32:44",0.80289,1,phucnotfuc4
713,16629920,"Borodin Daniil N","2026-08-02 19:03:34",0.80289,6,borodindaniiln
714,16613615,Arjun-Times,"2026-08-02 19:14:11",0.80289,2,arjuntimes
715,16641079,"Ricardo #2","2026-08-04 13:21:45",0.80289,1,chenricardo
716,16692624,"Ali Zakaee","2026-08-09 06:31:19",0.80289,1,itheequalizer
717,16728962,"Kiamehr Moradi","2026-08-18 08:39:30",0.80289,1,kiamehrmoradi
718,16741464,ZiYiMing,"2026-08-19 06:59:39",0.80289,3,ziyiming
719,12943559,"Tommy #3","2026-08-19 23:27:34",0.80289,3,lantzor
720,16750678,Abdelrahman_SH,"2026-08-22 20:00:31",0.80289,1,abdelrahmansh
721,16764451,"Victoria Hu","2026-08-24 20:34:07",0.80289,3,victoriaxhu
722,16763140,sowhatwillwelearn,"2026-08-28 11:54:45",0.80289,2,sowhatwillwelearn
723,16797140,"Armaghan Lodhi","2026-08-31 16:37:07",0.80289,2,armaghanlodhi
724,9768480,"Ameya Chitnis","2026-08-31 18:06:42",0.80289,1,ameyachitnis
725,16890071,"Thanakit Lakonpol","2026-09-14 07:39:44",0.80289,2,thanakitlakonpol
726,10882014,"Kuba Kościan","2026-09-18 07:33:47",0.80289,18,kubakocian
727,16764930,"Yuji Fukumoto","2026-09-18 03:59:15",0.80289,2,yujitest
728,16894167,"Eduardo Arenas 3","2026-09-23 03:09:20",0.80289,2,eduardoarenas3
729,16925600,Amith12yo,"2026-09-23 04:13:09",0.80289,3,amith12yo
730,16947506,"Linh 20 Nguyễn Ngọc","2026-09-23 14:11:10",0.80289,3,linh20nguynngc
731,16597910,"Adnan Sarhan","2026-07-26 08:07:58",0.80266,1,adnansarhan02
732,16618487,"Tien Thinh","2026-07-31 04:21:06",0.80266,1,tigerhasagun
733,16632407,"Kiều My 8427","2026-07-31 16:02:42",0.80266,1,kiumy8427
734,16638418,"Lê Minh Sang","2026-08-01 18:49:54",0.80266,3,lminhsang241
735,16645972,"EUNWOO L","2026-08-03 07:17:04",0.80266,1,eunwool
736,16674188,anjipoo,"2026-08-06 09:18:25",0.80266,1,anjana0812
737,16690932,"Aseer Muntaqueem Arko","2026-08-14 14:31:13",0.80266,6,aseermuntaqueemarko
738,16728403,"NGUYEN LE NHAT THANH","2026-08-16 12:14:46",0.80266,1,nguyenlenhatthanh
739,16605371,donkedo,"2026-08-20 21:09:44",0.80266,22,donkedo
740,16750548,Rania121,"2026-08-23 14:12:36",0.80266,9,rania121
741,16859090,JUSTLIKEABUTTERFLY,"2026-09-09 12:52:30",0.80266,10,justlikeabutterfly
742,16862539,"Divyanshu Sharma","2026-09-10 17:11:37",0.80266,1,divyanshusharma9
743,16884299,DancingLumberjack,"2026-09-13 03:56:03",0.80266,1,jamesmcgarryiv
744,16922428,istemi25,"2026-09-18 21:45:32",0.80266,1,mrfender22
745,16461594,"Busya PRIME","2026-09-20 14:01:46",0.80266,1,busyaprime
746,16932453,"Stefan Bliah","2026-09-22 19:59:07",0.80266,4,stefanbliah
747,16947240,"Aidyn Nashibayev - 	26MD0009","2026-09-23 12:47:06",0.80266,5,aidynnashibayev
748,16947561,"Yerassyl Mutaliyev - 26MD0256","2026-09-23 13:00:51",0.80266,2,yerassylmutaliyevuni
749,16594553,"Aryan Chande","2026-07-26 18:20:18",0.80243,1,aryanchande
750,14843688,SuperKaren,"2026-07-28 07:26:05",0.80243,1,superkaren
751,16631933,AlexandreSH,"2026-08-02 10:03:15",0.80243,5,alexandresh
752,16648990,"Titthal Prajapati","2026-08-03 07:42:00",0.80243,2,titthalprajapati
753,16653028,mazide,"2026-08-04 02:03:16",0.80243,1,mazide
754,16689513,ghdfeccc,"2026-08-08 10:15:08",0.80243,6,ghdfeccc
755,16699940,"ziye xie","2026-08-12 07:54:22",0.80243,1,ziyexie
756,16706248,"nozhan emami","2026-08-14 07:48:33",0.80243,9,nozhanemami
757,16658922,zzzhhcc,"2026-08-22 17:43:04",0.80243,25,zzzhhcc
758,16768250,"Mushirarungu Ghislaine","2026-08-24 21:55:35",0.80243,1,mushirarungughislai
759,16764586,aueurm,"2026-08-25 11:50:57",0.80243,1,aueurm
760,16414826,"Yann AB","2026-08-28 04:44:23",0.80243,4,yaitbachir
761,16818561,"Rachmat S. Haryadi","2026-09-03 11:47:50",0.80243,1,rachmatsharyadi
762,16810655,"Arjun Vats","2026-09-04 19:48:14",0.80243,9,arjunvats1
763,16840363,muew-dev,"2026-09-05 19:34:04",0.80243,2,muewdev
764,16865472," Claire Niyomugenga","2026-09-11 04:12:24",0.80243,1,claireniyomugenga
765,16870683,"Yusuke Togashi","2026-09-13 03:28:12",0.80243,4,yusuketogashi
766,16885569,"Zhilei Qiu","2026-09-13 09:18:30",0.80243,1,amatlas
767,16889667,"Kanyaphak Thongwiset","2026-09-14 07:38:49",0.80243,6,kanyaphakthongwiset
768,16891674,"uwimana Xaverine","2026-09-16 14:18:49",0.80243,1,uwimanaxaverine
769,16840011,"Deeptanshu Giri","2026-09-19 06:40:27",0.80243,2,deeptanshugiri
770,16879123,"Chaoran Meng","2026-09-19 07:12:36",0.80243,1,chaoranmeng
771,16610160,Michi,"2026-07-29 09:49:28",0.80219,6,gravitydrowned
772,16587588,"Gaurav Mehta","2026-07-29 10:44:31",0.80219,2,gauravmehtaaa
773,16632395,Chuiss,"2026-07-31 15:57:54",0.80219,1,chuiss
774,16621679,"Harsh Dalvi","2026-08-01 20:06:08",0.80219,1,harshxdalvi
775,16643357,"GIA BAO MAI","2026-08-02 16:51:39",0.80219,1,giabaomai
776,16648383,M-Merto,"2026-08-03 08:16:42",0.80219,1,mmerto
777,16684570,Abhas20,"2026-08-10 17:34:08",0.80219,3,abhas20
778,16645812,"Dream Road","2026-08-16 16:07:29",0.80219,1,dreamroad1729
779,16743709,"NAZMUL ISLAM 2233081528","2026-08-19 16:47:14",0.80219,1,nazmulislam528
780,16748668,"Carrie Tian","2026-08-20 16:48:39",0.80219,1,carrietian
781,16743253,luca2317,"2026-08-21 09:31:02",0.80219,20,luca2317
782,16750566,"Mohammed Sobhy","2026-08-23 08:33:18",0.80219,1,engmohammedsobhy
783,16716788,"hai ngy","2026-08-24 07:47:28",0.80219,10,haingy
784,16789864,"Stefanus Benhard","2026-08-29 10:48:43",0.80219,2,benhardstefanus
785,16765058,daiyijeiwiwi,"2026-08-31 02:17:00",0.80219,1,daiyijeiwiwi
786,16795357,"Mahi Avidi","2026-08-31 06:37:15",0.80219,1,mahiavidi
787,16800050,quantete,"2026-09-02 09:08:39",0.80219,5,quantete
788,16862550,S_Zahid_Hussain,"2026-09-09 19:30:14",0.80219,1,szahidhussain
789,16920309,Dilnoza,"2026-09-19 13:06:29",0.80219,1,rahmatillayeva
790,16929869,"Subrato Dutta","2026-09-20 11:01:55",0.80219,5,subratodutta05
791,16925919,"Maria Eduarda","2026-09-21 19:14:30",0.80219,2,messantos
792,16942126,"Yerassyl Kudaibergenov-26MD0253","2026-09-22 15:05:59",0.80219,2,ykudaibergenovkbtu
793,16947562,"Alikhan Nurbay - 26MD0265","2026-09-23 13:24:37",0.80219,2,alikhannurbay
794,16591590,"Luke Stafford","2026-07-27 21:08:56",0.80196,3,luketstafford
795,13509004,"Boris Vanechkin","2026-08-08 19:14:55",0.80196,4,snthnk
796,16091659,"Koustav Roy Aradhya","2026-08-02 15:59:13",0.80196,2,koustavroyaradhya
797,16393329,Kanginhan,"2026-08-01 02:06:18",0.80196,1,kanginhan
798,16663458,SrinjaySingh,"2026-08-06 13:00:42",0.80196,2,srinjaysingh
799,16608501,Jiang,"2026-08-12 09:20:16",0.80196,17,nightsr
800,16731081,"Pranaja ","2026-08-18 03:49:26",0.80196,1,pranaja
801,16743091,"Tamanna Akter Sweety","2026-08-19 18:32:39",0.80196,1,tamannaaktersweety
802,16752210,SHL2026,"2026-08-22 13:43:48",0.80196,12,shl2026
803,16738454,RATULHASAN1,"2026-08-21 17:45:09",0.80196,1,ratulhasan1
804,16769076,Ssonn85,"2026-08-25 18:04:00",0.80196,1,ssonn85
805,16733505,"Thomas Deng","2026-08-28 00:13:29",0.80196,5,tdeng24
806,16884426,"Taehyeon Kim","2026-09-13 10:39:34",0.80196,1,tajbutterchicken
807,16885866,okkkkkka,"2026-09-13 17:00:27",0.80196,1,okkkkkka
808,16889869,Tagsaporn.m@kkumail.com,"2026-09-14 06:54:28",0.80196,1,tagsapornmkkumailcom
809,15663890,IAMNAMNAM,"2026-09-20 17:53:18",0.80196,1,iamnamnam
810,16618826,Yashwanth110606,"2026-07-30 11:59:39",0.80173,1,yashwanth110606
811,16610928,"vibhav jana","2026-07-30 15:19:05",0.80173,8,vibhavjana
812,16631113,"Kerem Meriç","2026-07-31 14:49:26",0.80173,2,keremmeric
813,16600647,"lee jaemin","2026-08-01 02:46:43",0.80173,6,leejaemin01
814,16641519,Goatvotrieu,"2026-08-02 12:49:21",0.80173,1,goatvotrieu
815,16741401,kit-arm-ra,"2026-08-19 06:43:43",0.80173,1,horitakenkitamura
816,16746749,"Kanak Kirti Sharma","2026-08-20 06:52:02",0.80173,1,kanakkirtisharma
817,16759477,MLorenzo,"2026-08-23 13:48:47",0.80173,1,lorenzomontin99
818,16769663,AllenCheng329,"2026-08-25 10:58:24",0.80173,2,allencheng329
819,16815958,"Tanvir Siddique","2026-09-03 11:15:59",0.80173,1,tanvirsdq
820,16716254,"Aman Bhardwaj","2026-09-07 17:56:11",0.80173,1,amanbhardwaj75
821,16883892,awwa,"2026-09-13 04:32:19",0.80173,1,awwa99
822,16756590,"Osama Mohamed Hatem","2026-09-14 23:26:51",0.80173,7,osamakhsfiuhaidufhiu
823,14316434,"Artem Diachenko","2026-09-16 22:58:04",0.80173,3,artemdiachenko
824,16916474,fedos911,"2026-09-19 05:04:43",0.80173,3,fedos911
825,16936211,FIFSAK,"2026-09-21 13:27:43",0.80173,2,fifsak
826,16936413,"Assem Temirbay - 26MD0375","2026-09-22 15:25:32",0.80173,5,assemtemirbay0375
827,16941443,"Anuar Kurmanov - 26MD0365","2026-09-22 11:27:51",0.80173,2,anuarkurmanov
828,16590882,"Jack Zhang #2","2026-07-25 16:45:30",0.80149,4,zhangqunyuan
829,16025159,5herman5,"2026-07-31 06:38:38",0.80149,4,anonymoususer99
830,16635234,"Hager Amr","2026-08-01 09:08:13",0.80149,1,hageramr870
831,16652240,"Kavya Shankar","2026-08-03 18:21:07",0.80149,1,kavyashankar0625
832,16697619,MariaAQI,"2026-08-09 19:33:26",0.80149,1,mariaaqi
833,16726001,Andrés,"2026-08-15 21:30:34",0.80149,3,anvega99
834,16740824,"Jayachandiran K","2026-08-19 04:42:59",0.80149,1,jayachandiran007k
835,16731658,"Shivangi Mishra","2026-08-27 09:38:57",0.80149,11,shivangimishra0709
836,16795146,"Michael Einzbern","2026-08-31 14:44:50",0.80149,6,michaeleinzbern
837,16856015,"Aditya Sharma #7","2026-09-08 19:13:38",0.80149,1,aditya1250sh
838,16925263,"Andrei Nicolae","2026-09-19 13:31:45",0.80149,4,andrein0
839,16854691,"Shair Khan","2026-09-20 09:23:07",0.80149,3,datascikhan
840,16938940,"Karol Gutierrez Celis","2026-09-22 01:54:42",0.80149,3,karolgutierrezcelis
841,16939025,JohanHerreraM,"2026-09-22 02:00:24",0.80149,1,johanherreram
842,16941928,"SARA MARIN","2026-09-22 13:24:11",0.80149,1,saramarin0502
843,16941556,"Alibek Baisholanov - 26MD0632","2026-09-22 14:21:49",0.80149,2,alibek26md0632
844,16475065,gkumar2606,"2026-07-25 17:43:47",0.80126,1,gkumar2606
845,16608342,"Kavucika ","2026-07-29 05:24:19",0.80126,1,kavucika
846,16617657,haimytran,"2026-07-31 05:20:09",0.80126,1,haimytran
847,16617672,Bhavanitha_R,"2026-07-31 07:47:16",0.80126,2,bhavanithar
848,16632139,"Nam Vũ Thành","2026-07-31 15:47:18",0.80126,3,duckyluckyu
849,16633866,"Liyan Zhao","2026-08-01 01:09:18",0.80126,1,liyanzhao20120719
850,16619623,"Võ Quỳnh Nhi","2026-08-02 17:13:26",0.80126,1,vqunhnhi
851,15570898,"SANCHI SHARMA","2026-08-06 12:08:17",0.80126,1,codex5843
852,16705231,Gavinkeith,"2026-08-11 03:54:57",0.80126,1,gavinkeith666
853,16702342,"Karthik Gadagi","2026-08-11 05:56:38",0.80126,6,karthikgadagi
854,16705189,"Aravindan Chidambaram","2026-08-12 11:21:59",0.80126,1,aravindanchidambaram
855,16671619,ykzhang111,"2026-08-14 08:09:58",0.80126,7,ykzhang111
856,15172398,"Haritha Sarode","2026-08-17 09:37:38",0.80126,10,harithasarode
857,16738847,Engkhaledmo,"2026-08-20 12:26:47",0.80126,1,engkhaledmo
858,16705817,dundee5252,"2026-08-23 08:43:12",0.80126,1,dundee5252
859,16758614,"Sohaila Samy Galal","2026-08-23 12:33:08",0.80126,2,sohailasamygalal
860,16766887,"27107 Iratuzi Mahoro Caleb","2026-08-24 17:28:56",0.80126,1,iratuzimahorocaleb
861,16839646,"Shoko SH","2026-09-07 11:53:42",0.80126,9,shokos64
862,16386826,steven,"2026-09-09 07:10:36",0.80126,1,ideaplatsteven
863,16940388,"Angaddeep Singh5875","2026-09-22 08:54:31",0.80126,2,angaddeepsingh5875
864,16600204,EfeBDK12,"2026-07-29 13:38:52",0.80102,1,kronos1233
865,16625131,"BẢO NGUYỄN HUỲNH GIA","2026-07-31 16:19:50",0.80102,2,bonguynhunhgia
866,16623446,"João Beirão","2026-07-31 20:48:07",0.80102,2,johnbeirao
867,16641091,"Tita Kongolo","2026-08-02 22:49:06",0.80102,2,titakongolo
868,16689503,"Арсений Н","2026-08-09 07:03:14",0.80102,13,paparola
869,13266533,cgraab,"2026-08-14 11:58:11",0.80102,1,cgraab
870,16751398,"Lizhao Chen","2026-08-21 03:27:13",0.80102,1,clizo1209
871,16763969,"Kim Seong Hwan","2026-08-24 03:23:20",0.80102,4,seonghwan0801
872,16793609,erggtergerg,"2026-08-30 16:21:39",0.80102,3,erggtergerg
873,16844221,许文定,"2026-09-07 16:51:54",0.80102,2,shanjiao
874,16889736,"Peemdech Klanking","2026-09-14 06:39:01",0.80102,1,peemdechklanking
875,16910807,kl2500032221,"2026-09-17 04:15:48",0.80102,1,kl2500032221
876,16940760," Yannam.Harshitha","2026-09-22 08:55:29",0.80102,1,yannamharshitha
877,16290846,"Igor Karczmarczyk","2026-07-27 14:15:00",0.80079,4,igorkarczmarczyk
878,16270258,"Juan Miguel Vilar","2026-07-29 11:56:28",0.80079,2,juanmiguelvilar
879,16611905,"lucky king","2026-08-01 05:31:33",0.80079,1,luckyking123123213
880,16686241,"Lev Bushuev","2026-08-12 17:31:04",0.80079,12,levbushuev
881,16689573,Saturn8,"2026-08-08 12:55:36",0.80079,2,saturn8
882,16510644,"Nick #5","2026-08-09 22:48:15",0.80079,1,jomutta
883,16705711,CLOWN1111,"2026-08-12 07:40:08",0.80079,1,clown1111
884,16718114,"Sam Lee26710","2026-08-13 16:47:53",0.80079,1,samlee26710
885,11711590,Diego0rlando,"2026-08-14 22:05:18",0.80079,2,diego0rlando
886,16728265,"Петр Соломонов","2026-08-17 10:36:22",0.80079,7,petya007
887,16750618,"Fathy Abderabbo","2026-08-23 12:25:52",0.80079,1,fathypepo
888,16741593,chueta,"2026-09-02 04:44:36",0.80079,19,chueta
889,16794622,"Danny Poon","2026-09-19 16:29:50",0.80079,3,dannypoon
890,10156079,RFeng12,"2026-09-01 14:55:34",0.80079,1,rfeng12
891,16796075,"Esther Charming","2026-09-06 18:43:26",0.80079,1,esthercharming
892,16608408,nandhakumar_k@109,"2026-07-31 06:38:37",0.80056,1,nandhakumark109
893,16635768,"Divine Oguche","2026-08-01 15:49:07",0.80056,2,divineoguche
894,16648301,"MOHAMMAD KHOLGHAHMADI","2026-08-04 17:04:17",0.80056,4,mohammadkholghahmadi
895,16659462,"Kacper Jasinski","2026-08-05 12:52:35",0.80056,1,jasinskikacper
896,16668387,"Soumen Sen","2026-08-07 05:38:57",0.80056,2,soumensen31
897,16693376,"Sumit Bartwal","2026-08-09 05:01:01",0.80056,1,sumitbartwal
898,16715555,"Aayush Jha","2026-08-13 04:19:14",0.80056,1,aayushjha2341
899,16767064,"Nuo Chen #2","2026-08-24 16:31:16",0.80056,1,nuochen1314
900,16202253,kuba_kosowicz,"2026-09-01 15:23:12",0.80056,1,jacooob21
901,16895335,"Hoàng Nam","2026-09-15 09:32:02",0.80056,2,thisislumine
902,16002744,"Peng Wang","2026-07-26 13:25:32",0.80032,2,aaa31416666
903,16503841,AbnerFranca2284,"2026-08-05 19:03:59",0.80032,5,abnerfranca2284
904,16613946,MonsieurDuck,"2026-07-31 14:08:41",0.80032,4,monsieurduck
905,16643099,thuongnguoiquantu,"2026-08-02 18:37:21",0.80032,2,thuongnguoiquantu
906,15373194,AyanshJain7,"2026-08-08 09:35:12",0.80032,2,ayanshjain7
907,16725562,"Gayatri Gundad","2026-08-15 17:15:21",0.80032,1,gayatrigundad
908,16724557,AUREVON,"2026-08-17 07:28:59",0.80032,1,"abuubidawadi,sayeebrahman"
909,16744325,Fahad509,"2026-08-19 18:21:34",0.80032,1,fahad509
910,16779405,"Mc. Sergik","2026-09-04 15:01:09",0.80032,26,mcsergik
911,16866714,SaadUllahUni,"2026-09-10 17:14:17",0.80032,2,saadullahuni
912,16889721,"Kanyawee Singlee","2026-09-14 06:50:23",0.80032,2,kanyaweesinglee
913,16893948,"Christian Andre Rodriguez Angeles","2026-09-16 03:44:05",0.80032,1,andrerodan
914,16917844,callmewwd,"2026-09-18 07:15:35",0.80032,3,callmewwd
915,16939420,"Adilov Amir - 26MD0353","2026-09-22 04:24:42",0.80032,2,adilovamir26md0353
916,16937063,"[Deleted] 7e65d026-f8d7-466b-9274-0e857de976fb","2026-09-22 04:37:35",0.80032,3,del=19164034b0e116fa
917,16943606,dbacuity,"2026-09-22 19:58:27",0.80032,1,dbacuity
918,16598349,"Kir Bor","2026-07-25 14:20:21",0.80009,1,abkir1
919,16601627,"Trần Minh Khôi","2026-07-27 13:11:12",0.80009,2,khoidev
920,16610632,"Bảo Dương (Crinkk)","2026-07-29 09:31:31",0.80009,8,crinkk
921,16594967,"Sebastian Flores","2026-07-30 01:00:06",0.80009,3,sebastianfloresxp
922,16608788,"Quốc Nguyễn Huỳnh Nam","2026-08-02 14:51:22",0.80009,2,qucnguynhunhnam
923,16641759,SnakenSnake,"2026-08-08 13:02:28",0.80009,9,michael1horse
924,16740848,Tanzim-322,"2026-08-19 17:16:31",0.80009,2,thomasshelby789
925,16742450,"MD. MAHMUDUL HASSAN 2233081348","2026-08-19 18:26:10",0.80009,1,mahmudulh02
926,16758910,"Byron Leukemans","2026-08-22 15:30:59",0.80009,6,byronleukemans
927,15601091,"Gagan Danapune","2026-08-24 04:36:34",0.80009,1,gaganbd
928,16777357,"Abraham Cedillo","2026-08-27 23:12:53",0.80009,2,abrahamcedillo
929,16861809,"Lin Alpha","2026-09-12 04:43:58",0.80009,11,alphalin2010
930,16890041,"Komchan Worasarn","2026-09-14 07:29:13",0.80009,1,komchanworasarn
931,16915655,ZHAOshibo,"2026-09-19 13:47:11",0.80009,2,sipeenys
932,16694759,SumitVerma0321,"2026-08-12 07:15:03",0.79985,1,sumitverma0321
933,16701810,"Zac Strom","2026-08-13 02:41:21",0.79985,4,zacstrom
934,16723899,"Maaz Shuaib","2026-08-18 16:07:28",0.79985,5,maazshuaib
935,16753380,"Jun hyeong Kim","2026-08-23 08:05:22",0.79985,5,junhyeongkim327
936,16887578,"Dev Dhruv Singh","2026-09-13 19:47:46",0.79985,1,devdhruvsingh
937,16909158,"Jiaheng Liao","2026-09-17 02:08:39",0.79985,3,liao2007
938,16947420,Dpnqc,"2026-09-23 13:44:49",0.79985,9,dpnqcpwld
939,16608872,arunadevi08,"2026-07-28 11:51:49",0.79962,1,arunadevi08
940,16537202,"Wajih ul Hassan","2026-07-30 07:35:40",0.79962,2,wajihulhassan369
941,16655636,raozhongxun,"2026-08-04 14:21:15",0.79962,1,raozhongxun
942,16693651,Maji3429,"2026-08-10 07:40:14",0.79962,4,maji3429
943,16699763,"sherif ammar","2026-08-12 07:34:10",0.79962,2,sherifammar
944,16741400,"Fumiaki Tsuru","2026-08-19 06:41:29",0.79962,1,fumiakitsuru
945,16760289,"ADHAM ABDELKADER","2026-08-22 23:44:58",0.79962,1,adhamabdelkader1
946,16752520,"James YH Choi","2026-08-23 23:50:55",0.79962,13,jamesyhchoi
947,16805975,"Muhammad Adnan Shahzad","2026-09-02 01:42:29",0.79962,1,muhammadadnanshahzad
948,16840295,­최성민,"2026-09-06 06:41:04",0.79962,5,blazeykits
949,16780806,"David MILINDI Shema","2026-09-08 15:43:49",0.79962,2,davidmilindishema
